T1,T2,RH,time
18.13,15.19,73.24,'2021/12/9 3:17:48
18.13,15.16,73.24,'2021/12/9 3:17:49
18.1,15.13,73.24,'2021/12/9 3:17:50
18.13,15.16,73.42,'2021/12/9 3:17:51
18.13,15.16,73.24,'2021/12/9 3:17:52
18.13,15.13,73.24,'2021/12/9 3:17:53
18.16,15.15,73.53,'2021/12/9 3:17:54
18.13,15.16,72.95,'2021/12/9 3:17:55
18.13,15.13,73.24,'2021/12/9 3:17:56
18.1,15.13,73.53,'2021/12/9 3:17:57
18.13,15.19,73.53,'2021/12/9 3:17:58
18.13,15.16,73.24,'2021/12/9 3:17:59
18.13,15.16,73.24,'2021/12/9 3:18:00
18.13,15.16,73.17,'2021/12/9 3:18:01
18.13,15.16,73.24,'2021/12/9 3:18:02
18.16,15.19,73.53,'2021/12/9 3:18:03
18.13,15.16,73.08,'2021/12/9 3:18:04
18.13,15.16,73.82,'2021/12/9 3:18:05
18.16,15.16,73.53,'2021/12/9 3:18:06
18.13,15.16,73.53,'2021/12/9 3:18:07
18.16,15.16,73.2,'2021/12/9 3:18:08
18.11,15.16,73.3,'2021/12/9 3:18:09
18.13,15.19,73.24,'2021/12/9 3:18:10
18.13,15.16,72.98,'2021/12/9 3:18:11
18.16,15.19,73.24,'2021/12/9 3:18:12
18.13,15.19,72.69,'2021/12/9 3:18:13
18.13,15.16,73.53,'2021/12/9 3:18:14
18.13,15.16,73.7,'2021/12/9 3:18:15
18.13,15.19,73.26,'2021/12/9 3:18:16
18.13,15.19,73.06,'2021/12/9 3:18:17
18.16,15.16,73.26,'2021/12/9 3:18:18
18.16,15.16,73.41,'2021/12/9 3:18:19
18.13,15.19,73.11,'2021/12/9 3:18:20
18.16,15.16,73.24,'2021/12/9 3:18:21
18.13,15.19,73.53,'2021/12/9 3:18:22
18.16,15.19,73.24,'2021/12/9 3:18:23
18.16,15.19,73.53,'2021/12/9 3:18:24
18.16,15.16,73.55,'2021/12/9 3:18:25
18.16,15.16,73.33,'2021/12/9 3:18:26
18.13,15.19,73.24,'2021/12/9 3:18:27
18.13,15.16,73.08,'2021/12/9 3:18:28
18.16,15.19,72.98,'2021/12/9 3:18:29
18.13,15.16,73.26,'2021/12/9 3:18:31
18.16,15.2,73.18,'2021/12/9 3:18:32
18.13,15.16,73.15,'2021/12/9 3:18:33
18.16,15.16,73.24,'2021/12/9 3:18:34
18.14,15.19,73.53,'2021/12/9 3:18:35
18.13,15.16,73.41,'2021/12/9 3:18:36
18.13,15.19,73.24,'2021/12/9 3:18:37
18.14,15.16,73.53,'2021/12/9 3:18:38
18.13,15.14,73.17,'2021/12/9 3:18:39
18.13,15.19,73.53,'2021/12/9 3:18:40
18.13,15.16,73.53,'2021/12/9 3:18:41
18.11,15.16,73.24,'2021/12/9 3:18:42
18.13,15.16,73.31,'2021/12/9 3:18:43
18.13,15.13,73.53,'2021/12/9 3:18:44
18.13,15.19,73.5,'2021/12/9 3:18:45
18.11,15.16,73.29,'2021/12/9 3:18:46
18.13,15.19,73.53,'2021/12/9 3:18:47
18.15,15.19,73.49,'2021/12/9 3:18:48
18.13,15.17,73.24,'2021/12/9 3:18:49
18.13,15.17,73.41,'2021/12/9 3:18:50
18.1,15.19,73.56,'2021/12/9 3:18:51
18.15,15.16,73.24,'2021/12/9 3:18:52
18.13,15.19,73.45,'2021/12/9 3:18:53
18.15,15.16,73.22,'2021/12/9 3:18:54
18.13,15.16,73.24,'2021/12/9 3:18:55
18.12,15.16,73.24,'2021/12/9 3:18:56
18.13,15.19,73.53,'2021/12/9 3:18:57
18.13,15.19,73.22,'2021/12/9 3:18:58
18.13,15.18,73.26,'2021/12/9 3:18:59
18.13,15.18,73.43,'2021/12/9 3:19:00
18.13,15.19,73.53,'2021/12/9 3:19:01
18.13,15.16,73.59,'2021/12/9 3:19:02
18.16,15.23,73.44,'2021/12/9 3:19:03
18.16,15.19,73.82,'2021/12/9 3:19:04
18.13,15.19,73.53,'2021/12/9 3:19:05
18.16,15.16,73.79,'2021/12/9 3:19:06
18.13,15.13,73.68,'2021/12/9 3:19:07
18.16,15.16,73.04,'2021/12/9 3:19:08
18.13,15.16,73.42,'2021/12/9 3:19:09
18.1,15.16,73.53,'2021/12/9 3:19:10
18.13,15.16,73.24,'2021/12/9 3:19:11
18.13,15.19,73.14,'2021/12/9 3:19:12
18.16,15.23,73.53,'2021/12/9 3:19:13
18.13,15.19,73.53,'2021/12/9 3:19:14
18.13,15.16,73.53,'2021/12/9 3:19:15
18.13,15.19,73.53,'2021/12/9 3:19:16
18.13,15.16,73.55,'2021/12/9 3:19:17
18.13,15.19,73.53,'2021/12/9 3:19:18
18.13,15.16,73.46,'2021/12/9 3:19:19
18.13,15.16,72.98,'2021/12/9 3:19:20
18.13,15.16,73.24,'2021/12/9 3:19:21
18.13,15.16,73.32,'2021/12/9 3:19:22
18.13,15.16,73.24,'2021/12/9 3:19:23
18.16,15.19,73.13,'2021/12/9 3:19:24
18.13,15.16,73.11,'2021/12/9 3:19:25
18.13,15.19,73.33,'2021/12/9 3:19:26
18.16,15.19,72.98,'2021/12/9 3:19:27
18.13,15.19,73.53,'2021/12/9 3:19:28
18.13,15.16,73.39,'2021/12/9 3:19:29
18.13,15.16,73.42,'2021/12/9 3:19:30
18.16,15.16,73.31,'2021/12/9 3:19:31
18.13,15.16,73.22,'2021/12/9 3:19:32
18.13,15.16,73.53,'2021/12/9 3:19:33
18.16,15.19,73.24,'2021/12/9 3:19:34
18.13,15.16,73.53,'2021/12/9 3:19:35
18.16,15.19,73.43,'2021/12/9 3:19:36
18.13,15.16,73.13,'2021/12/9 3:19:37
18.12,15.19,73.24,'2021/12/9 3:19:38
18.13,15.19,73.08,'2021/12/9 3:19:39
18.1,15.16,72.98,'2021/12/9 3:19:40
18.13,15.19,73.69,'2021/12/9 3:19:41
18.16,15.16,73.24,'2021/12/9 3:19:42
18.16,15.19,73.24,'2021/12/9 3:19:43
18.13,15.16,73.26,'2021/12/9 3:19:44
18.13,15.19,73.53,'2021/12/9 3:19:45
18.13,15.19,73.24,'2021/12/9 3:19:46
18.13,15.16,73.53,'2021/12/9 3:19:47
18.13,15.16,73.24,'2021/12/9 3:19:48
18.16,15.2,73.5,'2021/12/9 3:19:49
18.16,15.13,72.98,'2021/12/9 3:19:50
18.16,15.16,73.24,'2021/12/9 3:19:51
18.13,15.19,73.53,'2021/12/9 3:19:52
18.13,15.16,73.24,'2021/12/9 3:19:53
18.16,15.19,73.53,'2021/12/9 3:19:54
18.13,15.16,73.06,'2021/12/9 3:19:55
18.16,15.13,73.24,'2021/12/9 3:19:56
18.14,15.16,73.26,'2021/12/9 3:19:57
18.13,15.19,73.12,'2021/12/9 3:19:58
18.13,15.16,73.26,'2021/12/9 3:19:59
18.13,15.19,73.35,'2021/12/9 3:20:00
18.16,15.16,73.08,'2021/12/9 3:20:01
18.14,15.19,73.45,'2021/12/9 3:20:02
18.13,15.19,73.24,'2021/12/9 3:20:03
18.16,15.16,73.13,'2021/12/9 3:20:04
18.13,15.16,73.53,'2021/12/9 3:20:05
18.13,15.19,73.24,'2021/12/9 3:20:06
18.16,15.16,73.5,'2021/12/9 3:20:07
18.13,15.16,73.12,'2021/12/9 3:20:08
18.1,15.19,73.53,'2021/12/9 3:20:09
18.13,15.16,73.24,'2021/12/9 3:20:10
18.1,15.16,73.24,'2021/12/9 3:20:11
18.1,15.16,73.53,'2021/12/9 3:20:12
18.13,15.19,73.24,'2021/12/9 3:20:13
18.13,15.16,73.24,'2021/12/9 3:20:14
18.13,15.16,73.26,'2021/12/9 3:20:16
18.13,15.19,73.24,'2021/12/9 3:20:17
18.13,15.18,73.79,'2021/12/9 3:20:18
18.16,15.16,73.35,'2021/12/9 3:20:19
18.13,15.19,73.56,'2021/12/9 3:20:20
18.13,15.16,72.99,'2021/12/9 3:20:21
18.13,15.16,73.53,'2021/12/9 3:20:22
18.13,15.17,73.7,'2021/12/9 3:20:23
18.13,15.19,73.41,'2021/12/9 3:20:24
18.13,15.18,73.78,'2021/12/9 3:20:25
18.15,15.17,72.98,'2021/12/9 3:20:26
18.13,15.16,73.24,'2021/12/9 3:20:27
18.16,15.16,73.37,'2021/12/9 3:20:28
18.13,15.16,73.79,'2021/12/9 3:20:29
18.13,15.19,73.24,'2021/12/9 3:20:30
18.13,15.16,73.53,'2021/12/9 3:20:31
18.13,15.16,73.76,'2021/12/9 3:20:32
18.13,15.19,73.53,'2021/12/9 3:20:33
18.13,15.16,73.53,'2021/12/9 3:20:34
18.1,15.16,73.13,'2021/12/9 3:20:35
18.13,15.16,73.53,'2021/12/9 3:20:36
18.13,15.19,73.79,'2021/12/9 3:20:37
18.13,15.19,73.24,'2021/12/9 3:20:38
18.13,15.16,73.53,'2021/12/9 3:20:39
18.13,15.16,73.5,'2021/12/9 3:20:40
18.13,15.19,73.24,'2021/12/9 3:20:41
18.1,15.19,73.07,'2021/12/9 3:20:42
18.13,15.16,73.72,'2021/12/9 3:20:43
18.13,15.16,73.61,'2021/12/9 3:20:44
18.13,15.16,73.24,'2021/12/9 3:20:45
18.16,15.16,73.53,'2021/12/9 3:20:46
18.13,15.19,73.62,'2021/12/9 3:20:47
18.1,15.19,73.24,'2021/12/9 3:20:48
18.13,15.17,73.79,'2021/12/9 3:20:49
18.1,15.16,73.49,'2021/12/9 3:20:50
18.13,15.19,73.53,'2021/12/9 3:20:51
18.13,15.19,73.53,'2021/12/9 3:20:52
18.13,15.19,73.24,'2021/12/9 3:20:53
18.13,15.16,73.49,'2021/12/9 3:20:54
18.13,15.16,73.35,'2021/12/9 3:20:55
18.13,15.14,73.26,'2021/12/9 3:20:56
18.13,15.19,73.24,'2021/12/9 3:20:57
18.13,15.16,73.39,'2021/12/9 3:20:58
18.1,15.19,73.82,'2021/12/9 3:20:59
18.13,15.19,73.07,'2021/12/9 3:21:00
18.13,15.13,73.24,'2021/12/9 3:21:01
18.16,15.16,73.26,'2021/12/9 3:21:02
18.13,15.13,73.24,'2021/12/9 3:21:03
18.16,15.19,73.37,'2021/12/9 3:21:04
18.13,15.19,73.24,'2021/12/9 3:21:05
18.16,15.16,73.53,'2021/12/9 3:21:06
18.16,15.16,73.02,'2021/12/9 3:21:07
18.13,15.19,73.24,'2021/12/9 3:21:08
18.16,15.16,73.49,'2021/12/9 3:21:09
18.16,15.17,73.24,'2021/12/9 3:21:10
18.13,15.19,73.53,'2021/12/9 3:21:11
18.13,15.16,73.16,'2021/12/9 3:21:12
18.13,15.19,73.24,'2021/12/9 3:21:13
18.13,15.18,73.29,'2021/12/9 3:21:14
18.13,15.19,73.14,'2021/12/9 3:21:15
18.13,15.16,73.4,'2021/12/9 3:21:16
18.13,15.16,73.29,'2021/12/9 3:21:17
18.1,15.19,72.95,'2021/12/9 3:21:18
18.16,15.19,73.26,'2021/12/9 3:21:19
18.13,15.16,73.24,'2021/12/9 3:21:20
18.16,15.16,73.53,'2021/12/9 3:21:21
18.16,15.16,73.26,'2021/12/9 3:21:22
18.13,15.16,73.26,'2021/12/9 3:21:23
18.13,15.16,73.12,'2021/12/9 3:21:24
18.13,15.16,72.69,'2021/12/9 3:21:25
18.16,15.19,73.15,'2021/12/9 3:21:26
18.12,15.19,73.21,'2021/12/9 3:21:27
18.16,15.23,73.24,'2021/12/9 3:21:30
18.16,15.16,73.53,'2021/12/9 3:21:30
18.13,15.16,73.09,'2021/12/9 3:21:31
18.16,15.19,73.55,'2021/12/9 3:21:31
18.16,15.16,73.79,'2021/12/9 3:21:32
18.16,15.16,73.3,'2021/12/9 3:21:33
18.13,15.19,73.53,'2021/12/9 3:21:34
18.13,15.19,73.47,'2021/12/9 3:21:35
18.16,15.16,73.75,'2021/12/9 3:21:36
18.13,15.19,73.64,'2021/12/9 3:21:37
18.16,15.19,73.24,'2021/12/9 3:21:38
18.1,15.13,73.25,'2021/12/9 3:21:39
18.13,15.19,73.24,'2021/12/9 3:21:40
18.13,15.19,73.24,'2021/12/9 3:21:41
18.15,15.16,73.53,'2021/12/9 3:21:42
18.13,15.16,73.41,'2021/12/9 3:21:43
18.13,15.19,73.79,'2021/12/9 3:21:44
18.12,15.17,73.24,'2021/12/9 3:21:45
18.13,15.17,73.24,'2021/12/9 3:21:46
18.16,15.16,72.95,'2021/12/9 3:21:47
18.13,15.17,73.24,'2021/12/9 3:21:48
18.13,15.19,73.05,'2021/12/9 3:21:49
18.13,15.16,73.22,'2021/12/9 3:21:50
18.13,15.19,73.24,'2021/12/9 3:21:51
18.16,15.14,73.53,'2021/12/9 3:21:52
18.13,15.16,73.58,'2021/12/9 3:21:53
18.13,15.16,73.2,'2021/12/9 3:21:55
18.13,15.19,73.13,'2021/12/9 3:21:56
18.13,15.16,73.53,'2021/12/9 3:21:57
18.13,15.18,73.24,'2021/12/9 3:21:58
18.1,15.19,73.13,'2021/12/9 3:21:59
18.13,15.18,72.78,'2021/12/9 3:22:00
18.13,15.19,73.53,'2021/12/9 3:22:01
18.1,15.16,73.24,'2021/12/9 3:22:02
18.13,15.16,73.53,'2021/12/9 3:22:03
18.16,15.16,73.25,'2021/12/9 3:22:04
18.13,15.17,73.15,'2021/12/9 3:22:05
18.13,15.19,73.24,'2021/12/9 3:22:06
18.13,15.16,72.98,'2021/12/9 3:22:07
18.1,15.13,73.18,'2021/12/9 3:22:08
18.13,15.16,73.53,'2021/12/9 3:22:09
18.13,15.16,73,'2021/12/9 3:22:10
18.13,15.16,73.39,'2021/12/9 3:22:11
18.13,15.19,72.95,'2021/12/9 3:22:12
18.13,15.16,73.24,'2021/12/9 3:22:13
18.11,15.16,73.58,'2021/12/9 3:22:14
18.13,15.16,73.24,'2021/12/9 3:22:15
18.16,15.15,73.44,'2021/12/9 3:22:16
18.13,15.16,73.24,'2021/12/9 3:22:17
18.13,15.16,73.24,'2021/12/9 3:22:18
18.13,15.16,73.24,'2021/12/9 3:22:19
18.13,15.16,73.5,'2021/12/9 3:22:20
18.13,15.16,73.24,'2021/12/9 3:22:21
18.14,15.16,72.95,'2021/12/9 3:22:22
18.16,15.16,72.98,'2021/12/9 3:22:23
18.13,15.16,73.24,'2021/12/9 3:22:24
18.13,15.16,73.1,'2021/12/9 3:22:25
18.13,15.16,73.53,'2021/12/9 3:22:26
18.13,15.16,73.18,'2021/12/9 3:22:27
18.1,15.16,72.98,'2021/12/9 3:22:28
18.13,15.16,73.24,'2021/12/9 3:22:29
18.13,15.16,73.03,'2021/12/9 3:22:30
18.13,15.18,73.54,'2021/12/9 3:22:31
18.13,15.16,73.35,'2021/12/9 3:22:32
18.13,15.16,73.53,'2021/12/9 3:22:33
18.13,15.16,73.5,'2021/12/9 3:22:34
18.13,15.16,72.95,'2021/12/9 3:22:35
18.13,15.16,73.04,'2021/12/9 3:22:36
18.13,15.16,73.24,'2021/12/9 3:22:37
18.16,15.16,73.24,'2021/12/9 3:22:38
18.16,15.16,73.39,'2021/12/9 3:22:39
18.13,15.19,73.22,'2021/12/9 3:22:40
18.13,15.16,73.24,'2021/12/9 3:22:41
18.13,15.16,73.24,'2021/12/9 3:22:42
18.13,15.16,73.29,'2021/12/9 3:22:43
18.15,15.16,73.53,'2021/12/9 3:22:44
18.16,15.16,73.24,'2021/12/9 3:22:45
18.13,15.16,73.24,'2021/12/9 3:22:46
18.1,15.13,73.24,'2021/12/9 3:22:47
18.11,15.16,74.03,'2021/12/9 3:22:48
18.13,15.13,72.96,'2021/12/9 3:22:49
18.13,15.13,72.95,'2021/12/9 3:22:50
18.13,15.16,73.24,'2021/12/9 3:22:51
18.1,15.16,73.57,'2021/12/9 3:22:52
18.13,15.16,73.05,'2021/12/9 3:22:53
18.1,15.15,73.21,'2021/12/9 3:22:54
18.1,15.16,73.11,'2021/12/9 3:22:55
18.13,15.16,72.66,'2021/12/9 3:22:56
18.13,15.16,72.95,'2021/12/9 3:22:57
18.13,15.16,73.26,'2021/12/9 3:22:58
18.13,15.16,72.95,'2021/12/9 3:22:59
18.13,15.16,73.32,'2021/12/9 3:23:00
18.13,15.16,72.95,'2021/12/9 3:23:01
18.16,15.16,72.71,'2021/12/9 3:23:02
18.16,15.16,72.98,'2021/12/9 3:23:03
18.13,15.16,73.42,'2021/12/9 3:23:04
18.13,15.16,72.98,'2021/12/9 3:23:05
18.13,15.19,73.35,'2021/12/9 3:23:06
18.13,15.16,73.24,'2021/12/9 3:23:07
18.16,15.16,73.24,'2021/12/9 3:23:08
18.13,15.16,73.53,'2021/12/9 3:23:09
18.1,15.13,73.53,'2021/12/9 3:23:10
18.16,15.19,73.4,'2021/12/9 3:23:11
18.13,15.16,73.35,'2021/12/9 3:23:12
18.16,15.13,73.16,'2021/12/9 3:23:13
18.16,15.13,72.98,'2021/12/9 3:23:14
18.16,15.14,73.24,'2021/12/9 3:23:15
18.13,15.13,73.24,'2021/12/9 3:23:16
18.15,15.16,73.19,'2021/12/9 3:23:17
18.13,15.16,73.5,'2021/12/9 3:23:18
18.13,15.16,72.95,'2021/12/9 3:23:19
18.13,15.16,72.66,'2021/12/9 3:23:20
18.13,15.13,73,'2021/12/9 3:23:21
18.1,15.16,73,'2021/12/9 3:23:22
18.1,15.13,72.98,'2021/12/9 3:23:23
18.13,15.16,73.26,'2021/12/9 3:23:24
18.16,15.09,73.24,'2021/12/9 3:23:25
18.13,15.13,72.95,'2021/12/9 3:23:26
18.13,15.16,73.48,'2021/12/9 3:23:27
18.13,15.19,73.45,'2021/12/9 3:23:28
18.13,15.1,73.11,'2021/12/9 3:23:29
18.15,15.13,73.5,'2021/12/9 3:23:30
18.16,15.16,72.95,'2021/12/9 3:23:31
18.14,15.13,72.95,'2021/12/9 3:23:32
18.13,15.19,73.24,'2021/12/9 3:23:33
18.13,15.16,73.36,'2021/12/9 3:23:35
18.13,15.09,72.95,'2021/12/9 3:23:36
18.13,15.16,73.24,'2021/12/9 3:23:37
18.15,15.16,73.18,'2021/12/9 3:23:38
18.13,15.16,73.5,'2021/12/9 3:23:39
18.13,15.16,73.34,'2021/12/9 3:23:40
18.16,15.16,72.95,'2021/12/9 3:23:41
18.13,15.16,73.24,'2021/12/9 3:23:42
18.13,15.16,73.5,'2021/12/9 3:23:43
18.13,15.16,72.95,'2021/12/9 3:23:44
18.13,15.16,72.83,'2021/12/9 3:23:45
18.13,15.16,72.78,'2021/12/9 3:23:46
18.16,15.13,73.24,'2021/12/9 3:23:47
18.13,15.13,73.49,'2021/12/9 3:23:48
18.13,15.16,73.24,'2021/12/9 3:23:49
18.16,15.16,73.53,'2021/12/9 3:23:50
18.16,15.16,73.24,'2021/12/9 3:23:51
18.13,15.13,73.5,'2021/12/9 3:23:52
18.13,15.16,73.24,'2021/12/9 3:23:53
18.1,15.16,73.07,'2021/12/9 3:23:54
18.1,15.13,73.05,'2021/12/9 3:23:55
18.16,15.13,73.24,'2021/12/9 3:23:56
18.13,15.14,73.16,'2021/12/9 3:23:57
18.13,15.16,73.24,'2021/12/9 3:23:58
18.13,15.16,72.95,'2021/12/9 3:23:59
18.13,15.11,73.24,'2021/12/9 3:24:00
18.13,15.16,72.73,'2021/12/9 3:24:01
18.13,15.16,73.11,'2021/12/9 3:24:02
18.13,15.16,72.89,'2021/12/9 3:24:03
18.1,15.16,73.05,'2021/12/9 3:24:04
18.1,15.13,73.5,'2021/12/9 3:24:05
18.1,15.16,73.17,'2021/12/9 3:24:06
18.1,15.1,72.95,'2021/12/9 3:24:07
18.1,15.14,73.24,'2021/12/9 3:24:08
18.1,15.13,72.82,'2021/12/9 3:24:09
18.13,15.13,72.95,'2021/12/9 3:24:10
18.13,15.13,73.11,'2021/12/9 3:24:11
18.1,15.16,73.22,'2021/12/9 3:24:12
18.1,15.13,73.06,'2021/12/9 3:24:13
18.1,15.13,73.24,'2021/12/9 3:24:14
18.1,15.16,73.22,'2021/12/9 3:24:15
18.13,15.13,73.5,'2021/12/9 3:24:16
18.1,15.13,72.95,'2021/12/9 3:24:17
18.13,15.09,72.76,'2021/12/9 3:24:18
18.13,15.16,72.95,'2021/12/9 3:24:19
18.13,15.1,72.95,'2021/12/9 3:24:20
18.13,15.1,72.93,'2021/12/9 3:24:21
18.13,15.13,73.22,'2021/12/9 3:24:22
18.1,15.13,73.05,'2021/12/9 3:24:23
18.1,15.16,73.22,'2021/12/9 3:24:24
18.1,15.13,73.24,'2021/12/9 3:24:25
18.13,15.14,73.19,'2021/12/9 3:24:26
18.1,15.13,72.95,'2021/12/9 3:24:27
18.13,15.13,73.22,'2021/12/9 3:24:28
18.13,15.13,73.64,'2021/12/9 3:24:29
18.1,15.09,72.66,'2021/12/9 3:24:30
18.13,15.13,73.06,'2021/12/9 3:24:31
18.13,15.13,72.66,'2021/12/9 3:24:32
18.13,15.09,73.13,'2021/12/9 3:24:33
18.12,15.13,73.22,'2021/12/9 3:24:34
18.1,15.13,73.46,'2021/12/9 3:24:35
18.13,15.09,72.66,'2021/12/9 3:24:36
18.1,15.09,73.22,'2021/12/9 3:24:37
18.13,15.09,73.05,'2021/12/9 3:24:38
18.1,15.09,72.93,'2021/12/9 3:24:39
18.1,15.13,72.93,'2021/12/9 3:24:40
18.1,15.13,72.48,'2021/12/9 3:24:41
18.1,15.09,73.12,'2021/12/9 3:24:42
18.13,15.13,73.22,'2021/12/9 3:24:43
18.09,15.09,73.22,'2021/12/9 3:24:44
18.1,15.09,73.14,'2021/12/9 3:24:45
18.1,15.09,73.22,'2021/12/9 3:24:46
18.1,15.16,73.19,'2021/12/9 3:24:47
18.1,15.06,73.16,'2021/12/9 3:24:48
18.1,15.13,73.01,'2021/12/9 3:24:49
18.1,15.13,73.22,'2021/12/9 3:24:50
18.13,15.09,73.4,'2021/12/9 3:24:51
18.1,15.13,72.66,'2021/12/9 3:24:52
18.1,15.09,73.44,'2021/12/9 3:24:53
18.1,15.1,72.66,'2021/12/9 3:24:54
18.1,15.09,72.92,'2021/12/9 3:24:55
18.13,15.13,72.77,'2021/12/9 3:24:56
18.1,15.13,72.93,'2021/12/9 3:24:57
18.12,15.13,72.96,'2021/12/9 3:24:58
18.08,15.09,72.93,'2021/12/9 3:24:59
18.1,15.12,73.5,'2021/12/9 3:25:00
18.13,15.13,72.96,'2021/12/9 3:25:01
18.1,15.1,72.93,'2021/12/9 3:25:02
18.1,15.09,72.93,'2021/12/9 3:25:03
18.1,15.13,72.64,'2021/12/9 3:25:04
18.1,15.13,72.93,'2021/12/9 3:25:05
18.1,15.13,73.16,'2021/12/9 3:25:06
18.1,15.13,72.64,'2021/12/9 3:25:07
18.1,15.09,72.93,'2021/12/9 3:25:08
18.1,15.06,73.1,'2021/12/9 3:25:09
18.1,15.12,73.22,'2021/12/9 3:25:10
18.1,15.13,72.86,'2021/12/9 3:25:11
18.11,15.06,73.18,'2021/12/9 3:25:12
18.1,15.13,73.22,'2021/12/9 3:25:14
18.1,15.13,73.02,'2021/12/9 3:25:15
18.1,15.12,72.93,'2021/12/9 3:25:16
18.1,15.09,73.22,'2021/12/9 3:25:17
18.13,15.13,73.22,'2021/12/9 3:25:18
18.1,15.13,72.95,'2021/12/9 3:25:19
18.1,15.09,73.22,'2021/12/9 3:25:20
18.1,15.09,73.22,'2021/12/9 3:25:21
18.06,15.11,73.25,'2021/12/9 3:25:22
18.06,15.09,73.29,'2021/12/9 3:25:23
18.06,15.09,73.1,'2021/12/9 3:25:24
18.1,15.13,72.77,'2021/12/9 3:25:25
18.06,15.12,72.93,'2021/12/9 3:25:26
18.1,15.09,73.12,'2021/12/9 3:25:27
18.06,15.09,73.14,'2021/12/9 3:25:28
18.1,15.09,72.96,'2021/12/9 3:25:29
18.1,15.1,72.93,'2021/12/9 3:25:30
18.1,15.09,73.17,'2021/12/9 3:25:31
18.1,15.13,72.93,'2021/12/9 3:25:32
18.1,15.13,73.19,'2021/12/9 3:25:33
18.06,15.13,72.93,'2021/12/9 3:25:34
18.06,15.06,72.79,'2021/12/9 3:25:35
18.1,15.13,72.93,'2021/12/9 3:25:36
18.1,15.09,72.95,'2021/12/9 3:25:37
18.1,15.06,73.69,'2021/12/9 3:25:38
18.06,15.13,72.93,'2021/12/9 3:25:39
18.06,15.13,72.88,'2021/12/9 3:25:40
18.06,15.13,73.19,'2021/12/9 3:25:41
18.06,15.09,73.22,'2021/12/9 3:25:42
18.1,15.12,73.37,'2021/12/9 3:25:43
18.1,15.13,73.35,'2021/12/9 3:25:44
18.08,15.13,73.48,'2021/12/9 3:25:45
18.06,15.06,73.22,'2021/12/9 3:25:46
18.08,15.13,73.22,'2021/12/9 3:25:47
18.09,15.1,72.96,'2021/12/9 3:25:48
18.1,15.09,73.22,'2021/12/9 3:25:49
18.1,15.09,73.19,'2021/12/9 3:25:50
18.06,15.1,72.93,'2021/12/9 3:25:51
18.06,15.13,73.04,'2021/12/9 3:25:52
18.07,15.11,73.03,'2021/12/9 3:25:53
18.06,15.13,72.77,'2021/12/9 3:25:54
18.06,15.13,73.22,'2021/12/9 3:25:55
18.1,15.11,73.22,'2021/12/9 3:25:56
18.1,15.13,73.09,'2021/12/9 3:25:57
18.1,15.12,73.48,'2021/12/9 3:25:58
18.1,15.09,72.95,'2021/12/9 3:25:59
18.1,15.13,73.4,'2021/12/9 3:26:00
18.1,15.13,72.76,'2021/12/9 3:26:01
18.1,15.13,72.93,'2021/12/9 3:26:02
18.1,15.13,73.22,'2021/12/9 3:26:03
18.13,15.13,73.15,'2021/12/9 3:26:04
18.06,15.13,72.95,'2021/12/9 3:26:05
18.1,15.13,72.93,'2021/12/9 3:26:06
18.06,15.09,73.22,'2021/12/9 3:26:07
18.1,15.09,73.48,'2021/12/9 3:26:08
18.1,15.13,73.22,'2021/12/9 3:26:09
18.1,15.16,73.61,'2021/12/9 3:26:10
18.13,15.13,73.22,'2021/12/9 3:26:11
18.1,15.13,72.93,'2021/12/9 3:26:12
18.08,15.13,72.66,'2021/12/9 3:26:13
18.1,15.13,73.22,'2021/12/9 3:26:14
18.1,15.11,73.25,'2021/12/9 3:26:15
18.1,15.13,73.22,'2021/12/9 3:26:16
18.1,15.13,72.93,'2021/12/9 3:26:17
18.1,15.13,73.22,'2021/12/9 3:26:18
18.1,15.13,73.11,'2021/12/9 3:26:19
18.06,15.13,73.32,'2021/12/9 3:26:20
18.1,15.11,73.48,'2021/12/9 3:26:21
18.1,15.13,73.22,'2021/12/9 3:26:22
18.1,15.13,73.5,'2021/12/9 3:26:23
18.06,15.16,72.95,'2021/12/9 3:26:24
18.1,15.13,73.22,'2021/12/9 3:26:25
18.1,15.13,73.66,'2021/12/9 3:26:26
18.1,15.16,73.34,'2021/12/9 3:26:27
18.06,15.13,73.22,'2021/12/9 3:26:28
18.1,15.13,73.22,'2021/12/9 3:26:29
18.08,15.13,73.23,'2021/12/9 3:26:30
18.1,15.13,73.5,'2021/12/9 3:26:31
18.1,15.16,73.5,'2021/12/9 3:26:32
18.1,15.15,73.22,'2021/12/9 3:26:33
18.1,15.09,73.34,'2021/12/9 3:26:34
18.06,15.13,73.22,'2021/12/9 3:26:35
18.13,15.13,74.06,'2021/12/9 3:26:36
18.1,15.13,72.95,'2021/12/9 3:26:37
18.06,15.13,73.22,'2021/12/9 3:26:38
18.06,15.16,73.11,'2021/12/9 3:26:39
18.1,15.16,73.5,'2021/12/9 3:26:40
18.1,15.16,73.22,'2021/12/9 3:26:41
18.1,15.13,73.5,'2021/12/9 3:26:42
18.13,15.19,73.5,'2021/12/9 3:26:43
18.13,15.13,72.96,'2021/12/9 3:26:44
18.13,15.16,73.5,'2021/12/9 3:26:45
18.16,15.13,73.5,'2021/12/9 3:26:46
18.13,15.13,73.5,'2021/12/9 3:26:47
18.12,15.15,73.24,'2021/12/9 3:26:48
18.13,15.16,73.18,'2021/12/9 3:26:49
18.1,15.13,73.22,'2021/12/9 3:26:50
